"shift_id","employee_id","created_at"
129754,103064176,"2023-03-13 15:38:00"
246559,103115614,"2021-11-10 11:23:00"
246561,103115614,"2022-01-17 09:27:00"
139822,103123335,"2020-09-18 22:06:00"
139824,103123335,"2023-07-09 21:36:00"
248705,103139929,"2020-03-01 08:52:00"
249531,103219386,"2021-03-09 05:10:00"
81058,103231229,"2022-09-28 07:28:00"
81056,103231229,"2022-10-08 01:59:00"
44552,103235986,"2020-06-13 14:13:00"
44553,103235986,"2021-07-01 18:12:00"
136553,103236426,"2020-04-28 20:02:00"
136552,103236426,"2021-03-23 19:49:00"
277418,103236945,"2024-02-22 01:45:00"
277416,103236945,"2024-05-29 10:10:00"
51254,103303680,"2022-08-07 18:12:00"
51251,103303680,"2022-10-25 16:25:00"
183576,103323174,"2021-08-14 09:07:00"
32103,103338313,"2020-01-02 00:33:00"
32105,103338313,"2020-04-05 04:56:00"
210984,103367816,"2025-08-22 23:19:00"
52162,103398694,"2022-06-01 12:51:00"
44912,103403447,"2020-02-06 20:46:00"
44913,103403447,"2023-07-29 14:46:00"
122104,103451392,"2021-02-07 16:15:00"
122106,103451392,"2023-02-12 15:15:00"
62635,103483863,"2020-04-24 22:54:00"
12292,103487296,"2021-04-01 18:57:00"
12288,103487296,"2021-12-27 21:17:00"
273153,103496735,"2020-09-21 14:24:00"
273154,103496735,"2022-09-17 04:03:00"
112231,103498967,"2020-01-24 03:19:00"
112232,103498967,"2024-10-28 15:16:00"
85274,103515156,"2020-07-21 04:02:00"
85275,103515156,"2021-12-26 16:22:00"
103092,103533195,"2021-02-12 05:18:00"
103095,103533195,"2022-07-24 16:57:00"
58425,103543225,"2025-09-30 14:18:00"
139882,103574493,"2020-09-03 15:46:00"
139881,103574493,"2024-02-18 04:23:00"
29841,103615383,"2021-04-11 16:21:00"
208969,103646508,"2026-03-27 03:10:00"
6753,103650079,"2026-07-09 14:08:00"
247525,103651948,"2020-06-18 20:45:00"
247524,103651948,"2020-11-24 02:13:00"
26919,103652920,"2024-04-06 06:23:00"
10063,103654802,"2021-12-10 05:22:00"
129270,103655899,"2022-06-02 08:53:00"
239477,103659649,"2020-09-16 22:29:00"
268083,103664843,"2024-10-31 21:54:00"
40373,103710609,"2025-08-12 21:21:00"
1875,103720478,"2023-03-19 08:16:00"
186507,103721879,"2021-06-28 00:18:00"
83895,103729028,"2022-07-02 10:34:00"
123653,103760926,"2022-01-20 23:05:00"
273491,103803664,"2023-11-09 01:27:00"
273492,103803664,"2025-06-17 20:07:00"
5235,103829750,"2022-06-19 10:50:00"
5233,103829750,"2024-04-11 18:50:00"
106856,103831964,"2026-02-07 11:38:00"
281039,103850337,"2022-02-28 23:40:00"
281041,103850337,"2024-04-13 09:36:00"
74540,103858227,"2023-04-20 03:03:00"
80156,103867438,"2021-03-23 14:17:00"
269177,103930677,"2022-07-30 11:09:00"
269178,103930677,"2023-11-19 04:24:00"
198974,103936497,"2022-07-01 08:33:00"
198977,103936497,"2023-02-28 15:58:00"
84436,103954082,"2020-07-17 06:49:00"
104388,103957906,"2023-05-19 07:57:00"
104387,103957906,"2024-02-21 17:53:00"
152744,103973451,"2021-12-03 01:30:00"
28306,103980318,"2020-06-04 19:04:00"
244771,103997835,"2020-01-06 09:36:00"
108347,104001219,"2020-12-25 09:13:00"
270116,104030344,"2021-11-23 07:16:00"
270114,104030344,"2022-06-16 11:10:00"
102154,104045883,"2024-01-09 10:35:00"
191839,104077653,"2020-05-01 20:59:00"
191842,104077653,"2022-03-27 16:01:00"
157123,104094056,"2023-02-11 04:47:00"
155606,104139382,"2021-08-21 04:15:00"
106815,104146816,"2021-01-08 12:11:00"
163459,104150039,"2023-02-27 11:31:00"
163461,104150039,"2024-12-05 10:03:00"
128176,104175106,"2022-07-02 12:36:00"
128177,104175106,"2023-12-24 22:29:00"
262715,104191074,"2023-06-20 20:10:00"
262717,104191074,"2026-05-12 11:59:00"
135734,104195174,"2022-03-09 12:56:00"
271187,104218803,"2025-06-09 23:48:00"
271186,104218803,"2026-04-27 22:14:00"
13761,104223237,"2022-05-20 05:09:00"
13758,104223237,"2022-10-11 23:24:00"
47593,104229942,"2022-07-31 16:41:00"
8613,104259490,"2020-06-20 11:32:00"
139257,104267773,"2020-12-09 14:06:00"
139258,104267773,"2021-02-02 09:17:00"
186472,104283083,"2022-06-10 20:04:00"
160798,104286949,"2023-01-09 06:22:00"
160800,104286949,"2024-05-12 07:33:00"
273177,104287163,"2023-02-09 05:37:00"
140585,104351806,"2022-02-14 18:06:00"
5715,104364438,"2022-11-08 04:35:00"
138764,104372025,"2021-07-29 18:56:00"
138766,104372025,"2021-10-21 12:29:00"
106779,104403163,"2021-04-13 03:33:00"
209278,104415495,"2021-10-23 07:43:00"
281720,104469643,"2021-04-28 22:26:00"
57303,104477383,"2024-04-05 21:18:00"
243454,104513296,"2022-02-19 16:05:00"
207507,104516249,"2022-01-12 15:19:00"
285381,104523586,"2020-02-09 03:30:00"
285382,104523586,"2020-07-30 13:57:00"
109495,104560488,"2020-05-21 16:49:00"
109499,104560488,"2024-03-22 01:49:00"
5382,104572354,"2021-01-09 13:37:00"
5383,104572354,"2023-12-15 08:15:00"
150173,104573545,"2022-12-22 03:39:00"
84667,104594730,"2020-02-19 21:51:00"
84664,104594730,"2021-08-24 19:50:00"
299773,104626267,"2022-12-05 06:49:00"
299769,104626267,"2022-12-31 00:13:00"
109734,104636695,"2027-03-05 11:29:00"
109736,104636695,"2028-08-21 21:26:00"
231746,104660328,"2020-03-07 21:58:00"
231748,104660328,"2020-11-30 04:46:00"
38791,104680688,"2020-08-23 11:35:00"
38788,104680688,"2021-02-07 23:20:00"
65737,104688812,"2021-02-16 21:26:00"
65740,104688812,"2022-01-06 08:33:00"
34572,104695417,"2021-02-13 20:52:00"
163689,104708477,"2020-08-05 03:44:00"
118962,104764295,"2020-10-10 05:27:00"
84016,104776726,"2020-10-15 01:44:00"
84014,104776726,"2022-12-14 22:17:00"
74325,104798102,"2020-06-21 14:15:00"
74328,104798102,"2021-04-18 19:55:00"
257455,104856588,"2021-09-11 10:58:00"
257452,104856588,"2021-10-14 23:01:00"
78069,104923487,"2020-11-26 05:37:00"
78066,104923487,"2023-09-17 14:56:00"
141089,104932801,"2024-06-26 11:31:00"
291690,104942652,"2020-07-30 08:26:00"
159507,104947019,"2020-04-22 08:01:00"
159510,104947019,"2025-10-19 16:09:00"
129697,104972459,"2020-01-19 21:45:00"
62500,105019103,"2020-02-16 20:40:00"
174205,105023301,"2020-12-12 16:32:00"
149167,105031719,"2021-11-11 04:59:00"
149169,105031719,"2023-09-28 14:39:00"
128375,105089197,"2022-12-27 20:05:00"
128377,105089197,"2023-01-06 13:47:00"
250303,105115036,"2020-06-12 13:00:00"
250301,105115036,"2020-08-26 00:23:00"
273754,105147455,"2025-02-15 16:19:00"
273756,105147455,"2026-03-09 18:45:00"
224178,105192844,"2021-06-04 01:44:00"
26147,105209479,"2020-04-07 14:45:00"
151892,105223717,"2021-04-22 18:40:00"
151891,105223717,"2021-11-20 11:30:00"
264308,105283819,"2021-09-02 15:47:00"
221039,105286306,"2022-01-22 14:00:00"
221041,105286306,"2022-09-22 14:07:00"
60060,105311111,"2020-10-30 12:40:00"
60059,105311111,"2022-01-12 13:32:00"
293471,105312953,"2024-10-16 08:28:00"
154863,105381157,"2021-11-04 04:44:00"
45561,105383238,"2020-04-06 15:31:00"
45560,105383238,"2020-05-08 01:46:00"
274814,105404320,"2022-04-14 08:29:00"
274812,105404320,"2022-07-23 06:04:00"
190686,105412294,"2020-01-23 22:55:00"
190683,105412294,"2020-04-11 21:55:00"
48496,105468965,"2024-01-17 16:30:00"
19706,105512794,"2021-08-06 11:46:00"
19703,105512794,"2022-03-16 10:15:00"
190625,105514225,"2022-07-25 12:08:00"
190626,105514225,"2023-12-18 00:09:00"
148015,105539598,"2021-09-09 16:11:00"
108912,105566992,"2021-01-28 20:44:00"
108910,105566992,"2021-06-24 21:37:00"
139150,105567916,"2022-03-08 05:05:00"
37280,105576837,"2023-02-10 05:40:00"
37283,105576837,"2023-05-26 18:07:00"
197725,105632010,"2020-01-26 17:53:00"
31635,105670490,"2022-11-30 17:31:00"
139369,105678143,"2020-06-02 01:20:00"
20659,105683054,"2026-08-08 08:38:00"
73508,105712281,"2021-11-17 08:11:00"
254008,105736322,"2022-07-10 21:50:00"
254007,105736322,"2022-11-11 21:40:00"
50340,105814866,"2023-06-01 17:58:00"
155654,105821938,"2020-02-17 07:50:00"
155651,105821938,"2020-10-12 10:36:00"
266702,105830256,"2020-03-10 07:39:00"
174040,105852162,"2023-08-31 09:12:00"
174036,105852162,"2024-08-13 08:11:00"
244382,105886784,"2021-01-14 01:58:00"
244383,105886784,"2023-09-10 12:04:00"
272695,105897175,"2020-01-03 04:39:00"
157762,105925828,"2020-03-29 00:38:00"
157764,105925828,"2020-08-14 22:30:00"
202804,105969650,"2023-04-09 04:34:00"
202805,105969650,"2025-03-23 03:25:00"
35809,105996775,"2023-06-26 08:53:00"
35808,105996775,"2023-07-21 18:54:00"
248154,106014662,"2027-07-03 13:57:00"
173962,106025046,"2020-12-25 12:42:00"
173961,106025046,"2024-11-01 15:08:00"
112062,106082082,"2021-01-21 20:55:00"
112066,106082082,"2025-05-14 14:18:00"
24745,106099529,"2020-01-28 12:02:00"
189517,106108305,"2020-04-08 01:46:00"
189519,106108305,"2020-07-05 05:06:00"
36915,106145184,"2021-07-31 23:59:00"
3877,106149405,"2020-02-27 10:06:00"
43848,106160026,"2023-06-22 12:36:00"
113877,106176051,"2023-07-09 20:04:00"
113880,106176051,"2025-11-19 00:55:00"
159548,106202766,"2022-03-30 05:19:00"
294247,106205774,"2021-01-05 09:02:00"
294251,106205774,"2022-08-16 07:20:00"
134189,106234300,"2020-02-15 18:54:00"
134190,106234300,"2023-11-11 16:15:00"
255514,106247708,"2020-10-27 03:59:00"
96521,106249848,"2020-05-27 16:35:00"
159520,106296579,"2021-01-16 09:32:00"
159523,106296579,"2021-06-20 08:08:00"
218039,106305244,"2020-08-04 14:16:00"
218041,106305244,"2020-12-21 05:45:00"
293175,106316212,"2024-05-11 17:02:00"
219552,106326131,"2021-03-23 10:36:00"
289705,106329361,"2022-12-21 10:39:00"
219230,106374441,"2021-10-06 11:22:00"
219232,106374441,"2023-04-02 15:20:00"
16953,106395457,"2020-12-26 00:26:00"
16951,106395457,"2022-01-14 09:42:00"
260986,106415924,"2020-03-13 02:22:00"
260988,106415924,"2020-04-09 06:54:00"
119607,106467689,"2021-08-27 11:53:00"
32743,106527913,"2022-03-30 12:23:00"
32739,106527913,"2023-03-09 02:09:00"
100267,106530705,"2022-01-02 07:45:00"
100266,106530705,"2022-05-05 03:37:00"
78587,106547918,"2020-01-03 06:53:00"
204846,106555256,"2021-01-09 18:22:00"
183658,106557136,"2021-01-13 13:20:00"
183657,106557136,"2024-02-16 03:00:00"
189373,106557843,"2020-03-13 16:45:00"
70989,106561520,"2021-07-15 01:40:00"
70986,106561520,"2021-12-27 23:45:00"
39176,106601100,"2020-02-10 02:16:00"
39177,106601100,"2020-04-19 12:18:00"
81459,106662220,"2023-04-07 07:36:00"
105854,106677080,"2023-09-13 06:50:00"
105857,106677080,"2024-06-30 16:06:00"
50740,106705591,"2020-10-14 03:41:00"
50741,106705591,"2021-09-30 16:20:00"
8071,106713881,"2021-01-07 14:52:00"
168574,106734251,"2022-10-08 00:16:00"
168572,106734251,"2022-11-27 19:52:00"
285705,106744272,"2020-02-14 07:39:00"
20078,106781304,"2022-09-10 13:28:00"
115018,106807644,"2022-02-10 23:40:00"
115019,106807644,"2023-08-11 10:43:00"
84249,106830471,"2020-06-30 03:57:00"
156183,106899709,"2021-01-29 02:23:00"
156186,106899709,"2023-11-24 15:48:00"
265836,106974311,"2020-07-10 12:18:00"
265837,106974311,"2021-06-23 06:31:00"
243727,107011156,"2024-08-12 00:56:00"
209519,107044686,"2020-11-01 23:03:00"
209520,107044686,"2021-01-20 23:45:00"
240948,107060155,"2020-01-19 08:10:00"
64897,107090175,"2021-08-19 16:39:00"
64896,107090175,"2023-02-03 06:26:00"
49520,107101400,"2020-01-14 15:22:00"
49523,107101400,"2020-12-01 16:09:00"
260899,107103118,"2023-07-06 09:35:00"
260901,107103118,"2024-03-16 14:34:00"
187576,107256559,"2024-01-29 18:06:00"
75229,107263221,"2020-03-04 05:18:00"
75225,107263221,"2023-05-06 10:18:00"
131371,107282550,"2024-02-24 07:28:00"
291297,107310635,"2020-12-23 03:35:00"
291295,107310635,"2025-02-19 03:28:00"
209148,107363666,"2020-07-18 21:32:00"
132914,107374089,"2023-10-01 01:18:00"
8092,107408985,"2020-11-10 09:15:00"
8093,107408985,"2022-03-12 06:24:00"
288304,107451593,"2020-11-02 07:08:00"
288306,107451593,"2021-01-21 18:41:00"
156534,107454171,"2022-09-07 02:16:00"
156532,107454171,"2026-01-02 10:32:00"
229350,107458639,"2022-03-12 11:33:00"
117880,107461609,"2020-03-20 00:15:00"
117882,107461609,"2020-12-16 09:06:00"
118952,107471943,"2023-03-30 10:48:00"
118954,107471943,"2023-10-13 21:48:00"
24303,107496639,"2020-04-17 00:23:00"
233071,107496666,"2020-05-26 03:08:00"
233072,107496666,"2022-07-03 00:04:00"
277642,107501676,"2022-08-13 18:04:00"
277644,107501676,"2023-05-29 11:15:00"
33109,107551576,"2021-07-08 03:36:00"
33108,107551576,"2024-01-08 12:30:00"
124969,107588113,"2021-08-02 13:34:00"
111559,107598745,"2020-12-18 01:30:00"
28024,107603770,"2020-04-02 06:08:00"
133393,107613307,"2022-10-27 20:55:00"
133396,107613307,"2026-05-29 21:09:00"
106911,107628127,"2020-04-06 11:07:00"
106912,107628127,"2020-05-19 17:18:00"
1723,107634146,"2021-01-25 15:58:00"
44360,107645938,"2024-06-19 04:27:00"
44357,107645938,"2025-01-25 02:28:00"
259699,107683939,"2020-07-16 15:28:00"
13631,107691357,"2020-12-30 17:12:00"
294629,107694286,"2020-10-07 08:13:00"
190067,107704359,"2023-04-19 16:32:00"
190069,107704359,"2024-12-16 15:12:00"
93558,107767300,"2022-12-27 02:04:00"
272,107784622,"2022-05-07 22:59:00"
101423,107792091,"2022-06-20 12:06:00"
233319,107810424,"2022-12-10 21:43:00"
295835,107814447,"2026-06-05 04:50:00"
153000,107843847,"2023-04-22 13:24:00"
152999,107843847,"2023-10-27 06:50:00"
50687,107844067,"2021-03-23 13:43:00"
16617,107883651,"2020-06-07 06:08:00"
16619,107883651,"2021-05-23 08:33:00"
261936,107886056,"2020-02-23 03:25:00"
261938,107886056,"2021-06-01 16:07:00"
85787,107911193,"2022-12-21 20:27:00"
85788,107911193,"2024-01-10 11:32:00"
28879,107914841,"2020-04-28 05:58:00"
28877,107914841,"2021-09-06 03:08:00"
15527,107926203,"2020-06-15 07:28:00"
41645,107949170,"2020-05-21 06:03:00"
41646,107949170,"2024-07-05 09:17:00"
69975,107984422,"2021-12-20 12:55:00"
168023,108011820,"2023-11-21 04:40:00"
168025,108011820,"2024-02-02 12:31:00"
56684,108024924,"2021-04-01 11:53:00"
5726,108029893,"2022-07-13 19:52:00"
269877,108041786,"2020-03-19 02:02:00"
269876,108041786,"2020-11-28 08:31:00"
280185,108057767,"2020-09-19 00:58:00"
8773,108059596,"2021-05-15 23:07:00"
57251,108082812,"2021-12-02 04:09:00"
184932,108086568,"2021-03-06 13:53:00"
184930,108086568,"2024-07-29 08:35:00"
256857,108095824,"2023-09-26 08:01:00"
183242,108128929,"2021-08-23 08:41:00"
183243,108128929,"2022-11-05 23:30:00"
250155,108143445,"2022-08-12 05:22:00"
4150,108145949,"2021-03-08 13:06:00"
4151,108145949,"2024-05-10 20:01:00"
66356,108165953,"2020-09-15 20:53:00"
66354,108165953,"2023-10-13 11:59:00"
273787,108219370,"2021-11-19 04:07:00"
11104,108219933,"2026-02-10 06:19:00"
11106,108219933,"2028-04-13 23:10:00"
101893,108238939,"2020-07-21 07:08:00"
101894,108238939,"2021-05-27 12:38:00"
42418,108256573,"2020-12-06 08:03:00"
42415,108256573,"2020-12-27 23:57:00"
120321,108294461,"2022-12-19 10:04:00"
146055,108295790,"2022-02-20 23:41:00"
146053,108295790,"2025-02-16 20:04:00"
278656,108304463,"2025-07-20 00:25:00"
278657,108304463,"2025-07-28 16:17:00"
175657,108307602,"2020-01-17 07:58:00"
175661,108307602,"2024-06-16 12:13:00"
46612,108314613,"2021-12-01 10:38:00"
46610,108314613,"2023-02-13 05:44:00"
263425,108337288,"2020-10-31 06:26:00"
263422,108337288,"2024-04-26 07:16:00"
39389,108359344,"2020-01-27 19:02:00"
213465,108364938,"2020-12-29 15:18:00"
144972,108366473,"2021-03-31 07:34:00"
144975,108366473,"2021-08-07 18:53:00"
276490,108374026,"2020-01-22 12:32:00"
276489,108374026,"2022-01-12 10:49:00"
116811,108378139,"2020-06-23 19:36:00"
204692,108385001,"2021-01-27 20:16:00"
204693,108385001,"2021-03-22 23:24:00"
129586,108392787,"2022-08-19 06:14:00"
58361,108433529,"2022-01-07 11:27:00"
58363,108433529,"2022-07-05 14:12:00"
134741,108463299,"2025-02-05 19:30:00"
134740,108463299,"2025-03-18 12:09:00"
14040,108464817,"2022-08-30 18:53:00"
284265,108498574,"2023-02-22 03:09:00"
284263,108498574,"2024-05-15 07:46:00"
79166,108531707,"2020-04-15 21:42:00"
45143,108543732,"2020-07-02 07:29:00"
45146,108543732,"2022-09-13 16:08:00"
265853,108568592,"2022-04-24 15:32:00"
167914,108579538,"2022-04-24 04:21:00"
167915,108579538,"2025-11-25 03:34:00"
287015,108593256,"2021-05-31 12:45:00"
172677,108632748,"2021-01-02 08:08:00"
193849,108651422,"2021-05-10 02:09:00"
112457,108701229,"2027-05-01 18:07:00"
35405,108723453,"2024-05-10 00:45:00"
274676,108738281,"2020-06-09 10:42:00"
274674,108738281,"2020-10-09 01:41:00"
66039,108761834,"2020-01-01 18:23:00"
66037,108761834,"2022-11-19 11:00:00"
60941,108874444,"2020-07-28 00:33:00"
60942,108874444,"2020-09-20 06:24:00"
78837,108905464,"2020-06-05 09:37:00"
78838,108905464,"2022-02-11 07:04:00"
60275,108925742,"2023-08-03 05:08:00"
60277,108925742,"2023-11-28 07:18:00"
124098,108933190,"2020-12-03 05:49:00"
262073,108936929,"2020-02-06 04:08:00"
262077,108936929,"2022-09-16 22:40:00"
220457,108952083,"2021-07-22 22:34:00"
220453,108952083,"2022-09-13 07:18:00"
74231,109049261,"2020-12-03 18:10:00"
74233,109049261,"2021-08-11 17:21:00"
214001,109049542,"2020-04-08 20:12:00"
213999,109049542,"2024-05-12 22:24:00"
3334,109058710,"2020-03-03 20:25:00"
3333,109058710,"2020-06-18 06:29:00"
154630,109103495,"2025-07-27 18:14:00"
1718,109134733,"2021-07-08 09:13:00"
159947,109183683,"2021-11-23 13:35:00"
159946,109183683,"2026-03-21 23:14:00"
133244,109187366,"2023-07-11 14:49:00"
133248,109187366,"2028-01-21 14:49:00"
242569,109241818,"2022-06-03 21:56:00"
215002,109277134,"2024-06-13 23:44:00"
235020,109323190,"2026-01-04 02:33:00"
235022,109323190,"2026-11-02 19:51:00"
288200,109337739,"2021-11-24 16:57:00"
121571,109352506,"2023-07-05 10:38:00"
228469,109422170,"2021-03-23 14:26:00"
79724,109431226,"2020-01-26 17:42:00"
79728,109431226,"2020-09-05 04:41:00"
13506,109462693,"2020-10-23 06:49:00"
259755,109472855,"2021-03-24 04:27:00"
53107,109480759,"2023-06-12 02:39:00"
162756,109502770,"2020-02-05 13:34:00"
162757,109502770,"2021-07-20 19:27:00"
185572,109533732,"2020-09-12 17:11:00"
185570,109533732,"2021-03-13 18:52:00"
244012,109539304,"2028-12-23 03:23:00"
50051,109550626,"2023-06-02 01:57:00"
